"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"50" 34 1 159 68 26.897670187097 80 135 379 149 97 -14 60 60 -10 78 1
"51" 75 1 156 53 21.7784352399737 81 180 386 137 106 1 63 63 27 65 1
"52" 28 1 156 52 21.3675213675214 83 135 359 169 80 34 55 55 33 73 1
"53" 39 0 172 76 25.6895619253651 103 147 356 162 80 11 55 55 9 73 2
"54" 24 1 163 53 19.9480597689036 92 157 370 142 68 64 62 62 59 64 -1
"55" 52 0 165 80 29.3847566574839 88 202 369 113 97 58 0 0 62 59 -1
"56" 72 1 160 70 27.34375 77 142 392 160 88 30 36 36 31 57 2
"57" 38 1 160 63 24.609375 79 0 376 165 0 34 55 55 26 70 1
"58" 42 0 168 79 27.9903628117914 90 145 364 175 79 -11 61 61 3 71 1
"59" 46 0 165 66 24.2424242424242 91 176 372 161 79 42 66 66 33 56 2
"60" 32 1 160 58 22.65625 83 122 386 174 54 81 0 0 76 66 1
"61" 1 0 110 10 8.26446280991735 80 121 287 156 67 126 60 60 104 104 2
"62" 35 1 160 51 19.921875 78 147 324 155 75 40 65 65 30 92 2
"63" 36 1 158 58 23.2334561768947 76 136 373 152 80 74 70 70 68 65 1
"64" 27 1 162 53 20.1950922115531 82 168 374 167 78 66 68 68 62 70 1
"65" 48 1 155 55 22.8928199791883 81 0 382 209 63 75 -14 -14 67 67 1
"66" 44 1 155 65 27.0551508844953 80 117 363 142 72 56 62 62 31 73 1
"67" 54 1 160 63 24.609375 82 158 410 141 87 25 62 62 39 54 2
"68" 26 1 160 65 25.390625 71 150 350 165 81 66 15 15 57 70 1
"69" 45 1 150 71 31.5555555555556 73 154 408 151 81 64 41 41 58 56 2
"70" 64 1 156 82 33.6949375410914 87 171 380 152 102 -36 60 60 3 65 1
"71" 37 1 155 60 24.9739854318418 76 166 384 172 100 34 46 46 32 53 2
"72" 37 0 182 90 27.170631566236 101 294 356 164 143 33 34 34 26 69 -1
"73" 31 1 161 73 28.1624937309517 93 173 361 164 108 63 67 67 56 80 1
"74" 46 1 163 100 37.6378486205729 90 155 418 162 118 -24 31 31 -8 60 1
"75" 35 1 158 60 24.034609838167 87 138 383 178 68 61 51 51 56 66 1
"76" 34 0 165 65 23.8751147842057 88 159 371 167 92 88 60 60 74 60 2
"77" 45 0 177 72 22.98190175237 94 164 431 158 81 116 37 37 139 63 2
"78" 37 1 171 85 29.0687732977668 94 148 377 142 81 30 48 48 12 70 2
"79" 56 1 165 73 26.8135904499541 90 147 388 178 92 88 75 75 82 65 1
"80" 71 1 156 56 23.0111768573307 78 195 331 148 102 62 74 74 54 98 1
"81" 37 1 156 52 21.3675213675214 83 147 330 133 96 60 63 63 49 78 1
"82" 57 0 177 68 21.7051294327939 92 159 349 176 117 68 60 60 59 86 1
"83" 79 1 150 60 26.6666666666667 93 178 361 132 80 44 66 66 44 74 2
"84" 51 0 165 76 27.9155188246097 100 145 359 149 95 -55 56 56 26 81 2
"85" 63 0 160 80 31.25 83 180 381 145 68 82 57 57 82 50 2
"86" 75 1 159 59 23.3376844270401 163 147 431 242 97 56 75 75 63 72 2
"87" 19 0 165 50 18.3654729109275 96 151 373 147 102 68 72 72 82 67 2
"88" 40 0 162 65 24.7675659198293 114 191 383 222 98 64 60 60 50 76 2
"89" 68 0 161 70 27.0051309748852 170 192 419 264 116 62 120 120 -135 63 2
"90" 73 1 158 72 28.8415318058003 137 164 393 244 105 14 18 18 49 80 2
"91" 52 1 155 104 43.2882414151925 84 217 420 221 117 27 41 41 4 68 1
"92" 64 1 155 88 36.6285119667013 82 194 342 138 126 -4 64 64 -1 85 2
"93" 63 1 163 62 23.3354661447552 79 160 371 171 100 9 56 56 9 75 1
"94" 62 1 165 70 25.7116620752984 72 169 328 135 85 -13 30 30 -13 103 2
"95" 25 1 168 55 19.4869614512472 97 133 338 235 96 -137 78 78 50 93 2
"96" 55 0 185 105 30.6793279766253 87 292 406 192 175 19 18 18 51 64 1
"97" 33 1 150 55 24.4444444444444 102 143 364 168 82 33 46 46 25 79 2
"98" 37 1 157 62 25.1531502292182 85 145 397 176 88 24 57 57 36 73 1
"99" 52 1 155 104 43.2882414151925 84 188 450 193 89 22 7 7 5 66 1
"100" 36 1 160 70 27.34375 78 118 241 152 68 26 43 43 30 72 1
"101" 51 0 156 60 24.65483234714 79 145 377 172 83 -10 69 69 -7 73 2
"102" 39 1 155 59 24.5577523413111 91 171 387 117 93 73 53 53 71 63 1
"103" 19 1 157 40 16.2278388575601 98 176 343 132 144 169 58 58 124 101 1
"104" 27 0 170 66 22.8373702422145 86 195 414 182 80 43 64 64 46 65 1
"105" 36 1 160 65 25.390625 72 142 371 137 91 56 65 65 47 57 2
"106" 63 0 175 80 26.1224489795918 97 147 370 170 93 -2 32 32 2 89 2
"107" 46 0 165 55 20.2020202020202 82 0 415 108 0 -1 0 0 12 63 2
"108" 57 1 153 61 26.0583536246743 78 132 368 192 85 37 50 50 28 72 1
"109" 17 0 170 61 21.1072664359862 97 0 353 141 0 90 0 0 92 86 2
"110" 50 0 184 96 28.3553875236295 94 160 360 203 89 26 36 36 55 68 1
"111" 71 1 162 72 27.4348422496571 82 294 366 148 178 -12 45 45 -4 68 1
"112" 43 0 176 90 29.0547520661157 78 203 369 167 102 41 47 47 40 85 1
"113" 33 1 163 75 28.2283864654296 79 170 364 167 97 58 55 55 62 77 1
"114" 9 0 132 33 18.9393939393939 87 159 335 167 65 78 -6 -6 62 78 1
"115" 29 0 172 69 23.3234180638183 93 129 390 137 60 62 16 16 47 57 2
"116" 39 1 160 45 17.578125 75 163 418 155 90 12 52 52 19 65 1
"117" 74 0 172 74 25.013520822066 106 165 411 161 96 55 0 0 42 61 -1
"118" 28 1 159 56 22.1510225070211 96 153 340 152 90 -16 17 17 1 86 1
"119" 24 1 162 75 28.5779606767261 88 150 353 156 96 -21 68 68 -3 93 1
"120" 58 1 170 75 25.9515570934256 90 157 382 168 114 52 62 62 57 70 1
"121" 69 1 154 59 24.8777196829145 74 159 380 154 96 15 60 60 27 81 1
"122" 50 0 164 75 27.8851873884593 85 142 339 157 89 18 66 66 27 80 1
"123" 72 0 170 74 25.6055363321799 90 180 386 174 100 -46 53 53 -10 71 1
"124" 71 0 170 52 17.9930795847751 71 158 325 135 103 26 107 107 53 92 1
"125" 37 1 159 56 22.1510225070211 75 162 339 141 96 60 73 73 56 81 1
"126" 25 1 162 78 29.7210791037951 77 141 378 206 84 56 29 29 46 73 1
"127" 58 0 186 18 5.20291363163371 87 166 372 150 96 -1 39 39 17 70 1
"128" 61 0 185 95 27.7574872169467 95 197 340 139 132 39 64 64 48 80 2
"129" 53 1 155 63 26.2226847034339 74 165 386 150 97 29 52 52 39 72 1
"130" 46 0 163 86 32.3685498136927 99 163 393 150 113 -5 52 52 2 76 1
"131" 56 0 165 54 19.8347107438017 89 130 347 175 70 84 60 60 80 63 1
"132" 48 1 165 70 25.7116620752984 83 146 418 134 83 48 40 40 47 61 1
"133" 39 1 157 56 22.7189744005842 78 155 350 147 104 66 73 73 54 81 1
"134" 46 0 177 90 28.7273771904625 100 259 380 179 95 82 0 0 53 63 1
"135" 41 1 155 56 23.309053069719 80 134 362 156 58 59 71 71 50 70 2
"136" 40 0 172 60 20.2812330989724 87 146 352 160 89 81 74 74 73 58 1
"137" 47 1 168 64 22.6757369614512 79 152 398 172 91 58 22 22 56 62 1
"138" 47 0 162 74 28.1969212010364 102 126 357 135 83 55 47 47 76 68 2
"139" 35 1 162 68 25.9106843468983 80 156 364 134 116 60 83 83 55 80 1
"140" 51 1 160 80 31.25 85 167 355 151 127 36 63 63 36 85 1
"141" 35 0 170 80 27.681660899654 81 135 337 152 79 71 50 50 63 75 1
"142" 1 1 78 6 9.86193293885601 85 165 237 150 106 88 30 30 52 138 2
"143" 49 0 166 73 26.4915082014806 95 157 383 163 92 -18 38 38 16 60 1
"144" 31 1 150 64 28.4444444444444 82 195 362 156 102 61 56 56 48 76 1
"145" 34 0 175 60 19.5918367346939 97 167 339 163 78 7 60 60 44 69 2
"146" 36 0 168 75 26.5731292517007 92 194 387 175 83 -2 -9 -9 8 60 2
"147" 18 0 175 60 19.5918367346939 102 135 379 167 73 91 61 61 69 62 2
"148" 34 1 155 54 22.4765868886576 86 127 369 157 78 23 56 56 15 62 1
"149" 39 1 160 62 24.21875 80 123 375 153 67 60 32 32 50 65 1
"150" 17 1 160 54 21.09375 85 137 323 143 87 72 78 78 50 93 2
"151" 48 1 156 62 25.4766600920447 85 176 385 172 104 78 62 62 74 74 1
"152" 32 0 173 75 25.0593070266297 111 171 347 235 94 24 58 58 21 74 1
"153" 36 0 172 90 30.4218496484586 89 164 357 172 67 -50 36 36 -4 61 1
"154" 34 1 167 60 21.5138585105239 63 164 396 139 84 49 64 64 31 54 2
"155" 27 1 161 51 19.6751668531307 70 142 413 158 51 70 57 57 58 58 -1
"156" 45 0 169 73 25.5593291551416 92 124 370 180 62 25 8 8 25 65 1
"157" 45 1 162 61 23.2434080170706 75 122 357 143 72 50 56 56 38 77 1
"158" 60 1 160 83 32.421875 93 121 383 140 86 94 63 63 82 80 2
"159" 59 0 161 70 27.0051309748852 83 194 393 169 97 40 42 42 38 69 1
"160" 46 1 153 70 29.9030287496262 84 153 383 181 86 -14 43 43 16 73 1
"161" 42 1 170 80 27.681660899654 91 187 378 169 74 65 58 58 55 64 1
"162" 42 1 160 68 26.5625 81 147 337 131 96 -1 46 46 -1 85 1
"163" 54 0 170 78 26.9896193771626 113 216 414 193 170 50 59 59 58 61 1
"164" 24 0 176 72 23.2438016528926 92 153 336 165 76 11 48 48 35 68 1
"165" 40 1 165 53 19.4674012855831 81 160 347 154 81 67 61 61 63 72 1
"166" 25 1 162 48 18.2898948331047 74 115 377 116 67 56 60 60 56 60 1
"167" 68 1 168 59 20.9041950113379 78 159 356 164 83 -51 -4 -4 0 86 1
"168" 19 1 156 47 19.3129520052597 80 137 342 243 92 -7 69 69 27 92 1
"169" 73 1 160 80 31.25 82 136 347 164 82 51 47 47 44 103 2
"170" 40 0 160 70 27.34375 95 163 331 141 93 11 50 50 37 89 2
"171" 44 0 178 89 28.0898876404494 106 183 380 147 94 -2 41 41 14 70 1
"172" 50 0 168 80 28.3446712018141 95 159 358 166 96 -50 79 79 -29 73 1
"173" 32 1 163 65 24.4646016033724 100 145 377 152 101 28 69 69 52 72 1
"174" 56 0 168 76 26.9274376417234 90 157 378 144 88 29 27 27 39 75 2
"175" 55 1 156 78 32.0512820512821 88 0 380 138 0 79 0 0 76 71 2
"176" 54 1 160 64 25 71 148 409 139 93 -5 -11 -11 2 56 2
"177" 64 1 160 67 26.171875 78 162 351 152 97 72 67 67 62 78 1
"178" 27 1 155 55 22.8928199791883 77 205 345 144 149 66 0 0 49 67 1
"179" 66 0 167 70 25.0995015956112 87 157 394 166 91 -11 44 44 -2 57 1
"180" 56 1 162 64 24.3865264441396 79 172 266 198 93 -2 50 50 -6 75 2
"181" 63 1 156 70 28.7639710716634 85 165 415 172 82 80 60 60 60 64 1
"182" 18 0 175 66 21.5510204081633 91 139 364 191 87 20 63 63 49 72 -1
"183" 44 0 179 85 26.528510346119 92 240 439 167 123 20 9 9 40 79 1
"184" 57 0 175 80 26.1224489795918 98 157 304 130 78 43 55 55 17 92 2
"185" 65 1 155 68 28.3038501560874 68 200 347 164 111 -32 43 43 -42 82 2
"186" 61 0 170 78 26.9896193771626 84 178 340 231 98 -40 50 50 74 84 2
"187" 47 1 163 55 20.7008167413151 92 187 367 122 102 76 73 73 59 77 2
"188" 62 0 170 85 29.4117647058824 110 157 426 198 94 62 42 42 75 66 2
"189" 22 1 165 52 19.1000918273646 108 184 406 218 114 24 54 54 11 93 2
"190" 66 1 156 80 32.8731097961867 153 156 421 253 68 -20 16 16 3 64 2
"191" 49 1 166 62 22.4996371026274 73 132 349 154 64 -58 0 0 -7 71 1
"192" 60 1 160 61 23.828125 81 191 354 127 99 76 79 79 67 84 1
"193" 65 0 180 79 24.3827160493827 87 137 392 137 91 -22 42 42 -10 63 2
"194" 36 1 172 81 27.3796646836128 87 145 347 207 79 47 0 0 19 84 2
"195" 44 1 173 71 23.7228106518761 95 139 394 149 93 34 56 56 27 77 1
"196" 27 1 155 45 18.7304890738814 73 156 332 190 97 73 61 61 59 94 1
"197" 21 1 166 68 24.6770213383655 95 191 377 171 89 91 69 69 81 82 1
"198" 46 0 168 60 21.2585034013605 100 185 413 147 93 -12 57 57 0 53 -1
"199" 13 1 133 30 16.9596924642433 96 176 356 171 137 102 68 68 -10 96 -1
"200" 58 1 155 60 24.9739854318418 97 128 390 169 67 33 -65 -65 33 74 1
"201" 70 1 160 90 35.15625 76 187 396 155 121 -1 30 30 2 89 2
"202" 64 1 160 80 31.25 62 160 376 136 104 4 5 5 15 68 1
"203" 50 1 159 70 27.6887781337764 86 168 310 220 84 -6 17 17 -21 81 1
"204" 35 1 160 51 19.921875 71 124 367 168 68 44 41 41 38 73 1
"205" 33 0 168 105 37.202380952381 99 136 349 245 81 94 0 0 96 70 2
"206" 46 1 162 65 24.7675659198293 68 175 391 147 114 81 65 65 74 60 1
"207" 53 0 178 84 26.5118040651433 90 176 355 150 108 -15 60 60 11 69 1
"208" 62 0 176 73 23.566632231405 146 138 438 283 87 16 -55 -55 29 64 2
"209" 42 1 157 65 26.3702381435352 86 109 374 167 61 66 36 36 54 64 1
"210" 47 0 176 95 30.6689049586777 80 168 368 184 93 73 61 61 81 58 2
"211" 11 1 124 25 16.2591050988554 90 161 349 209 98 80 56 56 87 91 2
"212" 18 0 180 63 19.4444444444444 93 160 321 172 101 111 75 75 80 92 1
"213" 63 0 174 79 26.0932752014797 91 151 410 198 86 16 2 2 16 59 2
"214" 53 0 169 176 61.6224922096565 111 166 339 200 100 86 77 77 69 74 2
"215" 49 1 160 80 31.25 89 168 329 163 101 35 62 62 -8 98 2
"216" 30 1 160 65 25.390625 79 131 360 140 77 3 13 13 21 79 1
"217" 17 1 156 40 16.4365548980934 77 106 465 147 57 53 67 67 84 89 2
"218" 66 1 160 60 23.4375 73 0 364 144 0 27 0 0 1 81 2
"219" 50 0 170 80 27.681660899654 92 178 321 196 99 54 43 43 83 70 2
"220" 77 0 165 77 28.2828282828283 98 0 359 149 0 79 0 0 85 59 -1
"221" 47 1 165 67 24.6097337006428 78 113 342 125 58 25 60 60 49 81 1
"222" 42 0 178 75 23.6712536295922 87 136 356 202 87 -25 60 60 -6 75 1
"223" 56 0 173 84 28.0664238698253 98 173 372 161 86 72 50 50 59 51 2
"224" 83 1 160 55 21.484375 84 186 358 166 113 35 63 63 49 84 1
"225" 42 1 165 54 19.8347107438017 82 157 376 150 82 76 58 58 70 66 2
"226" 67 0 171 67 22.9130330700044 90 184 351 262 96 62 71 71 57 81 2
"227" 37 0 168 82 29.0532879818594 85 197 379 182 117 60 55 55 32 56 1
"228" 43 0 172 90 30.4218496484586 71 182 356 131 105 14 44 44 13 81 -1
"229" 36 0 170 85 29.4117647058824 84 139 363 184 82 2 -2 -2 4 62 1
"230" 49 1 170 79 27.3356401384083 85 128 377 151 76 65 60 60 65 72 1
"231" 72 0 171 74 25.3069320474676 77 172 330 140 104 33 51 51 36 84 1
"232" 80 0 173 85 28.4005479635136 93 183 358 149 74 17 59 59 38 80 2
"233" 22 1 163 50 18.8189243102864 74 133 370 163 71 66 61 61 61 60 1
"234" 57 0 164 64 23.7953599048186 89 155 400 121 100 62 73 73 65 67 1
"235" 46 1 165 83 30.4866850321396 89 180 412 198 108 78 57 57 73 74 1
"236" 45 0 173 70 23.3886865581877 103 155 350 249 75 1 47 47 49 86 2
"237" 43 0 176 72 23.2438016528926 85 166 335 156 109 76 77 77 66 66 1
"238" 36 1 149 48 21.6206477185712 88 170 389 144 106 70 71 71 101 77 2
"239" 56 0 170 80 27.681660899654 81 162 352 154 100 23 56 56 20 79 1
"240" 38 1 165 98 35.9963269054178 84 136 356 159 85 40 58 58 26 88 1
"241" 43 0 160 54 21.09375 96 181 353 170 84 74 70 70 65 78 1
"242" 62 1 155 78 32.4661810613944 90 172 297 209 103 2 26 26 0 89 1
"243" 46 0 177 85 27.1314117909924 98 177 407 181 120 20 51 51 12 63 1
"244" 49 1 166 87 31.5720714182029 78 0 322 122 0 70 0 0 66 115 2
"245" 72 1 165 68 24.9770431588613 93 177 353 139 98 55 91 91 53 61 1
"246" 60 1 155 65 27.0551508844953 80 144 369 224 80 -10 74 74 -43 98 2
"247" 48 0 157 95 38.5411172867053 85 177 368 250 100 59 50 50 55 72 1
"248" 52 1 153 55 23.4952368747063 67 153 313 137 54 27 72 72 40 98 1
"249" 44 1 160 64 25 74 129 330 161 79 -19 48 48 1 78 2
"250" 46 1 165 60 22.038567493113 69 157 326 161 90 -21 75 75 13 86 1
"251" 15 1 170 53 18.3391003460208 105 149 362 143 82 -38 70 70 0 80 2
"252" 58 0 175 78 25.469387755102 95 145 376 202 92 -5 75 75 -28 76 2
"253" 46 0 170 80 27.681660899654 87 150 346 251 96 -63 68 68 -64 97 2
"254" 59 0 160 68 26.5625 108 180 388 198 85 -36 0 0 -20 60 2
"255" 66 1 160 124 48.4375 99 154 329 172 95 -48 66 66 8 94 1
"256" 68 0 164 53 19.7055324211779 79 170 364 172 106 47 61 61 39 69 1
"257" 53 0 165 64 23.5078053259871 86 153 308 214 87 8 58 58 -38 94 2
"258" 45 0 170 74 25.6055363321799 82 163 373 266 87 87 36 36 102 64 2
"259" 48 0 178 80 25.2493372048984 91 224 331 159 122 60 54 54 63 102 2
"260" 44 0 170 75 25.9515570934256 93 163 348 229 104 36 62 62 49 86 2
"261" 33 1 165 85 31.2213039485767 80 149 348 136 99 -6 39 39 -4 87 1
"262" 35 1 160 67 26.171875 84 155 324 178 100 -10 71 71 34 96 -1
"263" 39 1 160 74 28.90625 90 156 389 166 105 34 47 47 26 72 1
"264" 38 1 170 95 32.8719723183391 81 173 337 154 100 71 66 66 67 93 1
"265" 34 1 150 45 20 90 135 354 153 70 55 2 2 46 73 1
"266" 35 1 155 55 22.8928199791883 78 157 334 130 108 47 64 64 44 87 1
"267" 58 1 160 62 24.21875 98 158 358 154 114 85 68 68 66 72 2
"268" 50 1 174 90 29.7265160523187 81 105 362 197 70 -31 27 27 -8 87 1
"269" 43 0 163 85 31.9921713274869 90 169 357 151 102 -29 59 59 -6 68 1
"270" 50 1 160 106 41.40625 85 151 383 163 64 22 35 35 25 73 1
"271" 72 1 160 70 27.34375 79 152 368 156 97 77 34 34 68 68 1
"272" 48 1 158 52 20.829995193078 61 320 397 175 155 69 -170 -170 63 62 1
"273" 61 0 171 70 23.9389897746315 90 174 380 158 72 56 45 45 66 53 2
"274" 63 1 160 63 24.609375 79 141 423 138 79 57 75 75 55 63 1
"275" 61 1 154 63 26.5643447461629 83 158 361 142 96 19 32 32 5 73 1
"276" 64 1 156 73 29.9967126890204 84 163 375 146 104 11 51 51 12 78 2
"277" 32 1 157 58 23.5303663434622 78 174 371 152 83 9 53 53 12 68 1
"278" 58 1 150 78 34.6666666666667 86 147 362 117 79 65 -10 -10 60 71 2
"279" 48 1 160 61 23.828125 72 204 360 155 80 40 65 65 41 71 2
"280" 31 0 168 80 28.3446712018141 87 196 370 165 72 66 0 0 51 69 1
"281" 41 0 175 97 31.6734693877551 91 198 402 254 143 -4 26 26 14 82 1
"282" 49 0 170 80 27.681660899654 102 148 350 168 111 -39 62 62 -19 74 1
"283" 57 0 175 81 26.4489795918367 80 163 364 169 118 8 49 49 11 78 1
"284" 35 1 165 95 34.8943985307622 82 133 399 162 101 -19 34 34 -5 55 2
"285" 73 0 165 58 21.3039485766759 104 0 372 159 117 -26 0 0 -3 64 2
"286" 65 0 175 65 21.2244897959184 85 161 373 147 143 -49 50 50 -11 78 2
"287" 33 1 160 69 26.953125 83 174 381 125 83 69 47 47 59 73 1
"288" 35 1 155 58 24.1415192507804 81 184 386 153 89 73 57 57 63 68 1
"289" 57 0 175 70 22.8571428571429 94 148 382 147 100 46 76 76 24 72 1
"290" 50 1 163 58 21.8299521999323 84 145 370 143 73 0 41 41 0 76 1
"291" 60 1 158 75 30.0432622977087 91 137 387 188 97 -16 49 49 5 76 1
"292" 45 0 170 74 25.6055363321799 99 164 381 190 92 50 68 68 64 61 2
"293" 40 0 178 76 23.9868703446535 101 165 355 203 115 44 58 58 45 84 1
"294" 55 0 173 75 25.0593070266297 132 184 390 159 103 -44 43 43 -29 53 2
"295" 44 1 160 65 25.390625 79 170 350 258 91 58 61 61 67 78 2
"296" 33 1 160 64 25 103 145 371 132 102 67 58 58 59 73 2
"297" 59 1 160 72 28.125 97 149 363 251 82 -1 21 21 -18 72 2
"298" 7 1 130 30 17.7514792899408 131 161 377 216 100 155 55 55 60 87 2
"299" 12 1 165 47 17.2635445362718 91 0 359 152 0 8 0 0 10 68 2
"300" 51 0 170 82 28.3737024221453 90 155 382 216 88 9 35 35 20 73 1
"301" 59 0 165 65 23.8751147842057 121 0 329 160 0 66 0 0 -4 75 2
"302" 63 1 164 54 20.0773349196907 78 140 393 143 78 -1 45 45 4 65 1
"303" 74 0 170 67 23.1833910034602 84 175 444 182 42 -27 60 60 -7 44 2
"304" 67 0 176 80 25.8264462809917 97 144 357 170 100 -48 59 59 -11 93 2
"305" 31 1 160 55 21.484375 94 124 434 127 66 61 60 60 54 66 2
"306" 14 0 175 59 19.265306122449 96 141 340 225 87 80 56 56 62 83 1
"307" 37 0 175 71 23.1836734693878 91 185 322 187 107 47 68 68 28 103 -1
"308" 53 0 171 79 27.0168598885127 80 169 363 135 83 1 41 41 3 50 2
"309" 62 1 170 110 38.0622837370242 97 0 294 184 0 39 0 0 22 100 2
"310" 40 0 176 74 23.8894628099174 92 216 362 161 86 83 77 77 72 86 2
"311" 41 0 180 88 27.1604938271605 90 0 341 201 0 32 0 0 32 68 1
"312" 80 0 160 70 27.34375 90 201 404 157 111 21 39 39 12 67 1
"313" 69 0 160 60 23.4375 123 193 440 183 111 28 -8 -8 68 50 2
"314" 70 0 165 70 25.7116620752984 105 178 329 145 72 -166 58 58 -13 93 2
"315" 64 0 167 72 25.8166302126286 85 154 352 152 69 13 56 56 19 70 1
"316" 57 0 170 65 22.4913494809689 77 160 359 141 100 68 65 65 67 81 1
"317" 0 0 61 10 26.8744961031981 83 126 232 128 60 125 -50 -50 102 163 2
"318" 52 0 174 82 27.0841590698903 92 152 355 164 81 42 56 56 42 74 1
"319" 55 0 170 72 24.9134948096886 85 198 346 138 93 72 58 58 79 79 1
"320" 37 0 170 90 31.1418685121107 96 178 350 169 114 15 39 39 70 89 2
"321" 3 0 105 12 10.8843537414966 69 155 240 133 64 93 54 54 92 124 2
"322" 26 0 180 97 29.9382716049383 88 197 404 188 99 119 49 49 88 59 1
"323" 59 1 161 94 36.2640330234173 84 152 396 136 100 0 56 56 18 66 2
"324" 54 0 164 83 30.8596073765616 107 182 359 241 127 4 44 44 -16 76 2
"325" 38 0 170 69 23.8754325259516 91 164 357 172 78 -60 74 74 9 76 2
"326" 48 1 170 74 25.6055363321799 74 160 381 142 87 40 74 74 33 67 1
"327" 58 1 166 70 25.4028160836116 89 158 355 144 106 5 52 52 33 73 2
"328" 67 0 168 65 23.0300453514739 109 175 374 218 105 -56 68 68 -42 63 2
"329" 64 1 156 76 31.2294543063774 80 157 375 180 106 24 52 52 -14 62 1
"330" 59 1 155 72 29.9687825182102 83 209 344 297 105 69 66 66 117 75 2
"331" 59 0 165 74 27.1808999081726 92 158 388 163 104 -1 46 46 0 65 1
